,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Title,Website,Writer,Year,imdbID,imdbRating,imdbVotes,movie_id,totalSeasons
1231,"Tyler Perry, Thandie Newton, Gabrielle Union, Eddie Cibrian",5 nominations.,35010192,USA,12-Jun-12,Tyler Perry,"Comedy, Drama, Romance",English,43.0,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",https://m.media-amazon.com/images/M/MV5BMjI0ODcxMzk3N15BMl5BanBnXkFtZTcwNjAzMTMwNw@@._V1_SX300.jpg,Lionsgate Films,PG-13,24-Feb-12,TRUE,30,110,Good Deeds,http://tylerperry.com/movies/good-deeds/,Tyler Perry (screenplay),2012,tt1885265,5.5,6863,1232,-1.0
1232,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,"Monsters, Inc. ",-1,-1,2012,-1,-1.0,-1,1233,-1.0
1233,"Jay Bastian, Joe Biden, Cait Brasel, Gene Burris Jr.",1 nomination.,33349941,USA,16-Oct-12,"Dinesh D'Souza, John Sullivan",Documentary,English,28.0,"A documentary that examines the question, ""If Barack Obama wins a second term, where will we be in 2016?""",https://m.media-amazon.com/images/M/MV5BNzkwMjY3NzMyMV5BMl5BanBnXkFtZTcwNzU4ODEzOA@@._V1_SX300.jpg,Rocky Mountain Pictures,PG,24-Aug-12,TRUE,27,87,2016: Obama's America,http://2016themovie.com/,"Dinesh D'Souza, John Sullivan, Dinesh D'Souza (books)",2012,tt2247692,5.1,9787,1234,-1.0
1234,"Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows",1 win & 3 nominations.,31600000,"Canada, USA",8-Jan-13,Mark Tonderai,"Drama, Horror, Thriller",English,31.0,"After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy who was the only survivor of the accident.",https://m.media-amazon.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_SX300.jpg,Relativity Media,PG-13,21-Sep-12,TRUE,11,101,House at the End of the Street,http://www.facebook.com/HouseAtTheEnd,"David Loucka (screenplay), Jonathan Mostow (story)",2012,tt1582507,5.6,64516,1235,-1.0
1235,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant",Nominated for 1 Oscar. Another 19 nominations.,31051126,"UK, USA",28-Aug-12,"Peter Lord, Jeff Newitt(co-director)","Animation, Adventure, Comedy",English,-1.0,Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Sony Pictures,PG,27-Apr-12,TRUE,86,88,The Pirates! Band of Misfits,http://www.thepirates-movie.com/site/,"Gideon Defoe (book), Gideon Defoe (screenplay)",2012,tt1430626,6.7,40507,1236,-1.0
1236,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan",1 nomination.,29000000,USA,1-May-12,Todd Graff,"Comedy, Drama, Music",English,44.0,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",https://m.media-amazon.com/images/M/MV5BMjEwNjAzMzUyN15BMl5BanBnXkFtZTcwMDUxNDQxNw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,13-Jan-12,TRUE,31,118,Joyful Noise,http://www.joyfulnoisethemovie.com,Todd Graff,2012,tt1710396,5.8,7339,1237,-1.0
1237,Tim Allen,2 nominations.,28965459,"Tanzania, USA",21-Aug-12,"Alastair Fothergill, Mark Linfield",Documentary,English,57.0,A 3-months-old chimpanzee is separated from his troop and is then adopted by a fully-grown male.,https://m.media-amazon.com/images/M/MV5BMjA1MjMzMjA3OV5BMl5BanBnXkFtZTcwOTU3NDU5Ng@@._V1_SX300.jpg,Disneynature,G,20-Apr-12,TRUE,75,78,Chimpanzee,http://disney.go.com/disneynature/chimpanzee/?cmp=wdsmp_dnt_chm_url_dcomchimpanz,"Alastair Fothergill (original concept), Mark Linfield (original concept), Mark Linfield, Alastair Fothergill, Don Hahn",2012,tt1222815,7.2,5360,1238,-1.0
1238,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",-1,28644770,"USA, Japan",4-Sep-12,Nicholas Stoller,"Comedy, Romance","English, Spanish",62.0,"One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.",https://m.media-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,Universal Pictures,R,27-Apr-12,TRUE,63,124,The Five-Year Engagement,http://www.thefiveyearengagementmovie.com/,"Jason Segel, Nicholas Stoller",2012,tt1195478,6.2,85204,1239,-1.0
1239,"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving",Nominated for 1 Golden Globe. Another 16 wins & 75 nominations.,22100000,"Germany, USA, Hong Kong, Singapore",14-May-13,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Action, Drama, Mystery","English, Spanish, Ukrainian",55.0,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_SX300.jpg,Warner Bros. Pictures,R,26-Oct-12,TRUE,66,172,Cloud Atlas,http://www.cloudatlasmovie.com,"David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Lilly Wachowski (written for the screen by), Chris Lindsay (additional material)",2012,tt1371111,7.5,315206,1240,-1.0
1240,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",1 win & 1 nomination.,26100000,USA,15-May-12,Julie Anne Robinson,"Action, Comedy, Crime",English,22.0,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",https://m.media-amazon.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,Lionsgate Films,PG-13,27-Jan-12,TRUE,2,91,One for the Money,http://oneforthemoneyfilm.com/,"Stacy Sherman (screenplay), Karen Ray (screenplay), Liz Brixius (screenplay), Janet Evanovich (novel)",2012,tt1598828,5.3,37559,1241,-1.0
1241,"Tyler Perry, Edward Burns, Matthew Fox, Jean Reno",4 nominations.,25863915,"USA, France",5-Feb-13,Rob Cohen,"Action, Crime, Mystery","English, German",30.0,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,https://m.media-amazon.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_SX300.jpg,Summit,PG-13,19-Oct-12,TRUE,12,101,Alex Cross,http://www.alexcrossmovie.com/,"Marc Moss (screenplay), Kerry Williamson (screenplay), James Patterson (based on the novel ""Cross"" by)",2012,tt1712170,5.1,30292,1242,-1.0
1242,"Katy Perry, Adam Marcello, Casey Hooper, Patrick Matera",1 win.,25309910,USA,18-Sep-12,"Dan Cutforth, Jane Lipsitz","Documentary, Music","English, Portuguese",57.0,"A look at the life, career and music of singer Katy Perry as we follow her on the California Dreams World Tour.",https://m.media-amazon.com/images/M/MV5BMjI3MTMzNTU0OF5BMl5BanBnXkFtZTcwOTU4Njc4Nw@@._V1_SX300.jpg,Paramount Pictures,PG,5-Jul-12,TRUE,75,93,Katy Perry: Part of Me,http://www.katyperrypartofme.com/,-1,2012,tt2215719,5.9,12890,1243,-1.0
1243,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps",7 nominations.,24397469,USA,30-Nov-12,Salim Akil,"Drama, Music",English,54.0,"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",https://m.media-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@._V1_SX300.jpg,Sony Pictures,PG-13,17-Aug-12,TRUE,58,116,Sparkle,http://sparkle-movie.com/site/,"Mara Brock Akil (screenplay), Joel Schumacher (story), Howard Rosenman (story)",2012,tt1876451,5.7,5475,1244,-1.0
1244,"Joseph Gordon-Levitt, Dania Ramirez, Sean Kennedy, Kym Perfetto",1 win & 4 nominations.,20275446,USA,21-Dec-12,David Koepp,"Action, Crime, Thriller","English, Mandarin, Cantonese",66.0,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",https://m.media-amazon.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_SX300.jpg,Columbia Pictures,PG-13,24-Aug-12,TRUE,74,91,Premium Rush,http://www.premiumrush.com/,"David Koepp, John Kamps",2012,tt1547234,6.5,103273,1245,-1.0
1245,"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope",1 nomination.,20113965,"USA, UK",19-Jun-12,Ken Kwapis,"Biography, Drama, Romance",English,61.0,"In small-town Alaska, a news reporter recruits his ex-girlfriend - a Greenpeace volunteer - on a campaign to save a family of gray whales trapped by rapidly forming ice in the Arctic Circle.",https://m.media-amazon.com/images/M/MV5BMjEzNTg5MjA5NV5BMl5BanBnXkFtZTcwNjk0MTk5Ng@@._V1_SX300.jpg,Universal Pictures,PG,3-Feb-12,TRUE,75,107,Big Miracle,http://www.everybodyloveswhales.com/,"Jack Amiel (screenplay), Michael Begler (screenplay), Thomas Rose (book)",2012,tt1430615,6.5,16945,1246,-1.0
1246,"Moises Arias, Bridgit Mendler, David Henrie, Will Arnett",11 wins & 6 nominations.,19192510,Japan,22-May-12,Hiromasa Yonebayashi,"Animation, Adventure, Family","Japanese, English, French",80.0,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",https://m.media-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg,Walt Disney Pictures,G,17-Feb-12,TRUE,95,94,The Secret World of Arrietty,http://www.arriettymovie.co.uk/,"Mary Norton (novel), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay)",2010,tt1568921,7.6,63904,1247,-1.0
1247,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin",Nominated for 1 Oscar. Another 27 wins & 67 nominations.,18996755,"Spain, USA",23-Apr-13,J.A. Bayona,"Drama, History, Thriller","English, Thai, Swedish",73.0,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,https://m.media-amazon.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_SX300.jpg,Lionsgate Films,PG-13,4-Jan-13,TRUE,82,114,The Impossible,http://theimpossible-movie.com/,"Sergio G. SÌÁnchez, MarÌ_a BelÌ_n (story)",2012,tt1649419,7.6,170017,1248,-1.0
1248,"Michael J. Gallagher, Olga Kay, Joe Nation, Toby Turner",-1,-1,USA,-1,Damon O'Steen,"Short, Thriller",English,-1.0,-1,-1,-1,-1,13-Jan-12,TRUE,-1,-1,Olga Kay Goes Haywire,-1,-1,2012,tt2138062,7.0,24,1249,-1.0
1249,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",1 nomination.,18400000,USA,29-May-12,Asger Leth,"Action, Adventure, Crime","English, Spanish",40.0,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",https://m.media-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,Summit Entertainment,PG-13,27-Jan-12,TRUE,32,102,Man on a Ledge,http://www.manonaledge.com,Pablo F. Fenjves,2012,tt1568338,6.6,134892,1250,-1.0
1250,"Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey",3 nominations.,18429081,USA,26-Jun-12,Brian Robbins,"Comedy, Drama",English,26.0,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.",https://m.media-amazon.com/images/M/MV5BMTAzODAwODkwMjBeQTJeQWpwZ15BbWU3MDI4MDE3NDc@._V1_SX300.jpg,Paramount Pictures,PG-13,9-Mar-12,TRUE,0,91,A Thousand Words,http://www.thousandwordsmovie.com/,Steve Koren,2012,tt0763831,5.9,34985,1251,-1.0
1251,"Ingrid BolsÌü Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley",1 nomination.,18100000,USA,16-Oct-12,Bradley Parker,"Horror, Mystery, Thriller","English, Ukrainian, Russian",-1.0,"Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.",https://m.media-amazon.com/images/M/MV5BNzkwNDkyNTUxNV5BMl5BanBnXkFtZTcwODY1NTE3Nw@@._V1_SX300.jpg,Warner Bros. Pictures,R,25-May-12,TRUE,17,86,Chernobyl Diaries,http://chernobyldiaries.warnerbros.com/index.html,"Oren Peli (screenplay), Carey Van Dyke (screenplay), Shane Van Dyke (screenplay), Oren Peli (story)",2012,tt1991245,5.0,58052,1252,-1.0
1252,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",19 wins & 49 nominations.,14900000,USA,12-Feb-13,Stephen Chbosky,"Drama, Romance",English,67.0,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,https://m.media-amazon.com/images/M/MV5BMzIxOTQyODU1OV5BMl5BanBnXkFtZTcwMDQ4Mjg4Nw@@._V1_SX300.jpg,Lionsgate Films,PG-13,12-Oct-12,TRUE,85,102,The Perks of Being a Wallflower,http://perks-of-being-a-wallflower.com/,"Stephen Chbosky (screenplay), Stephen Chbosky (book)",2012,tt1659337,8.0,407862,1253,-1.0
1253,"Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean",8 nominations.,17529157,"Canada, France, USA",12-Feb-13,M.J. Bassett,Horror,English,16.0,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",https://m.media-amazon.com/images/M/MV5BMjE4Mjc2NjAyMl5BMl5BanBnXkFtZTcwNzA3MzE2OA@@._V1_SX300.jpg,Open Road Films,R,26-Oct-12,TRUE,7,95,Silent Hill: Revelation,http://www.facebook.com/SilentHillRevelation,"M.J. Bassett, Laurent Hadida (adaptation), Keiichiro Toyama (video games)",2012,tt0938330,5.0,55217,1254,-1.0
1254,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",-1,17255675,USA,19-Jun-12,David Wain,"Comedy, Romance",English,53.0,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",https://m.media-amazon.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,Universal Pictures,R,24-Feb-12,TRUE,59,98,Wanderlust,http://www.wanderlust-movie.com/Wanderlust/home.html,"David Wain, Ken Marino",2012,tt1655460,5.6,67607,1255,-1.0
1255,"Jason Statham, Catherine Chan, Robert John Burke, James Hong",2 nominations.,17120019,USA,4-Sep-12,Boaz Yakin,"Action, Crime, Thriller","English, Mandarin, Russian",55.0,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,Lionsgate Films,R,27-Apr-12,TRUE,57,94,Safe,http://www.safethefilm.com/,Boaz Yakin,2012,tt1656190,6.5,93560,1256,-1.0
1256,"Pierluigi Marchionne, Flavio Parenti, Alison Pill, Alessandro Tiberi",1 win & 5 nominations.,16500000,"USA, Italy, Spain",15-Jan-13,Woody Allen,"Comedy, Music, Romance","English, Italian",54.0,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",https://m.media-amazon.com/images/M/MV5BMTcwNTg4MDMxM15BMl5BanBnXkFtZTcwNjAzMzY3Nw@@._V1_SX300.jpg,Sony Pictures Classics,R,6-Jul-12,TRUE,45,112,To Rome with Love,http://www.toromewithlove.com,Woody Allen,2012,tt1859650,6.3,76842,1257,-1.0
1257,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",Nominated for 3 Oscars. Another 76 wins & 179 nominations.,15800000,USA,26-Feb-13,Paul Thomas Anderson,Drama,English,86.0,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg,The Weinstein Company,R,21-Sep-12,TRUE,85,138,The Master,http://www.themasterfilm.com/,Paul Thomas Anderson,2012,tt1560747,7.1,124301,1258,-1.0
1258,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson",5 nominations.,16000000,"USA, Spain, Hungary, Serbia",9-Oct-12,James McTeigue,"Crime, Mystery, Thriller",English,44.0,"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",https://m.media-amazon.com/images/M/MV5BNTU4OGY5MjYtNTg5Zi00NGEyLTlhYTgtMTU3NzBmYmMzYWU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Relativity Media,R,27-Apr-12,TRUE,22,110,The Raven,http://www.theravenmovie.com,"Hannah Shakespeare, Ben Livingston",2012,tt1486192,6.4,78320,1259,-1.0
1259,"RZA, Rick Yune, Russell Crowe, Lucy Liu",4 nominations.,15608545,"USA, Hong Kong",12-Feb-13,RZA,Action,"English, Mandarin",51.0,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",https://m.media-amazon.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_SX300.jpg,Universal Studios,R,2-Nov-12,TRUE,50,95,The Man with the Iron Fists,http://www.ironfists.com,"RZA (story), RZA (screenplay), Eli Roth (screenplay)",2012,tt1258972,5.4,57327,1260,-1.0
1260,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",3 wins & 8 nominations.,14900000,USA,26-Mar-13,Andrew Dominik,"Crime, Thriller",English,64.0,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_SX300.jpg,The Weinstein Co.,R,30-Nov-12,TRUE,74,97,Killing Them Softly,http://killingthemsoftlymovie.com/,"Andrew Dominik (screenplay), George V. Higgins (based on the novel ""Cogan's Trade"" by)",2012,tt1764234,6.2,121761,1261,-1.0
1261,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",3 wins & 21 nominations.,15000000,UK,29-Jan-13,Martin McDonagh,"Comedy, Crime","English, Vietnamese",66.0,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,https://m.media-amazon.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_SX300.jpg,CBS Films,R,12-Oct-12,TRUE,83,110,Seven Psychopaths,http://www.sevenpsychopaths.com/,Martin McDonagh,2012,tt1931533,7.2,214459,1262,-1.0
1262,"Leanne Allison, Karsten Heuer, Bjorne Kvernmo, Simon Qamanirq",1 win & 1 nomination.,14445922,USA,26-Mar-13,Greg MacGillivray,Documentary,English,48.0,A journey into the lives of a mother polar bear and her two seven-month-old cubs as they navigate the changing Arctic wilderness they call home.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2OTM4MjY0MTNeQTJeQWpwZ15BbWU3MDM4Mzg5NDc@._V1_SX300.jpg,Warner Bros. Pictures,G,20-Apr-12,TRUE,62,40,To the Arctic 3D,http://www.imax.com/tothearctic/site.html,Stephen Judson,2012,tt2073128,6.6,971,1263,-1.0
1263,"Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun",1 nomination.,14291570,France,17-Jul-12,"Steve Saint Leger, James Mather","Action, Adventure, Sci-Fi","English, Ukrainian, Latin",48.0,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the president's daughter from an outer space prison taken over by violent inmates.,https://m.media-amazon.com/images/M/MV5BMjIyOTQwODI1OV5BMl5BanBnXkFtZTcwMjU3MjA1Nw@@._V1_SX300.jpg,FilmDistrict,PG-13,13-Apr-12,TRUE,37,95,Lockout,http://www.lockoutfilm.com/,"James Mather (screenplay by), Steve Saint Leger (screenplay by), Luc Besson (screenplay by), Luc Besson (based on an original idea by)",2012,tt1592525,6.1,87843,1264,-1.0
1264,"Kristen Bell, Dax Shepard, Tom Arnold, Kristin Chenoweth",1 win.,13600000,USA,8-Jan-13,"David Palmer, Dax Shepard","Action, Comedy, Romance",English,50.0,Former getaway driver Charles Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charles' former gang chase them on the road.,https://m.media-amazon.com/images/M/MV5BMjExNTgzMTAzMV5BMl5BanBnXkFtZTcwMDA0ODkxOA@@._V1_SX300.jpg,Open Road Films,R,22-Aug-12,TRUE,49,100,Hit and Run,http://hitandrunmovie.com/,Dax Shepard,2012,tt2097307,6.1,31680,1265,-1.0
1265,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau",2 wins & 14 nominations.,13401683,"UK, South Africa, USA, India",8-Jan-13,Pete Travis,"Action, Crime, Sci-Fi",English,60.0,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",https://m.media-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,Lionsgate Films,R,21-Sep-12,TRUE,78,95,Dredd,http://www.dreddthemovie.com/,"John Wagner (characters), Carlos Ezquerra (characters), Alex Garland (screenplay)",2012,tt1343727,7.1,227143,1266,-1.0
1266,"Gerard Butler, Jessica Biel, Noah Lomax, Dennis Quaid",3 nominations.,13099786,USA,5-Mar-13,Gabriele Muccino,"Comedy, Romance, Sport",English,27.0,A former sports star who's fallen on hard times starts coaching his son's soccer team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive soccer moms who pursue him at every turn.,https://m.media-amazon.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_SX300.jpg,FilmDistrict,PG-13,7-Dec-12,TRUE,3,105,Playing for Keeps,http://playingforkeepsmovie.com/,Robbie Fox,2012,tt1540128,5.7,26719,1267,-1.0
1267,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,12802907,UK,19-Feb-13,Joe Wright,"Drama, Romance",English,63.0,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,7-Sep-12,TRUE,64,129,Anna Karenina,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,81424,1268,-1.0
1268,"QuvenzhanÌ© Wallis, Dwight Henry, Levy Easterly, Lowell Landes",Nominated for 4 Oscars. Another 92 wins & 123 nominations.,12784397,USA,4-Dec-12,Benh Zeitlin,"Adventure, Drama, Fantasy",English,86.0,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",https://m.media-amazon.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_SX300.jpg,Fox Searchlight,PG-13,5-Jul-12,TRUE,86,93,Beasts of the Southern Wild,http://www.welcometothebathtub.com/,"Lucy Alibar (screenplay), Benh Zeitlin (screenplay), Lucy Alibar (stage play ""Juicy and Delicious"")",2012,tt2125435,7.3,75793,1269,-1.0
1269,Avril Poole,-1,9921042,UK,24-Jul-12,Evandro Rosolen,"Short, Horror",English,-1.0,-1,https://images-na.ssl-images-amazon.com/images/M/MV5BY2E1YTQ4ZmEtOTgyNi00YTRmLTgyMTctMzFhYTA3OGU1NTQ0XkEyXkFqcGdeQXVyMjc4OTA5NzY@._V1_SX300.jpg,Open Road Films,-1,1-Aug-12,TRUE,43,2,Silent House,http://whyisthishappeningtome.net/,Evandro Rosolen,2012,tt3462264,-1.0,-1,1270,-1.0
1270,"Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke",1 nomination.,12495865,USA,12-Mar-13,Andrew Adamson,Fantasy,English,51.0,"A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",https://m.media-amazon.com/images/M/MV5BMTQxMjY0MzgzMl5BMl5BanBnXkFtZTcwNjc0NjQ2OA@@._V1_SX300.jpg,Paramount Pictures,PG,21-Dec-12,TRUE,45,91,Cirque du Soleil: Worlds Away,http://www.worldsaway3d.com/,Andrew Adamson,2012,tt1792647,6.8,7497,1271,-1.0
1271,"Chris Pine, Elizabeth Banks, Michael Hall D'Addario, Michelle Pfeiffer",-1,12431792,USA,2-Oct-12,Alex Kurtzman,"Comedy, Drama","English, Spanish",49.0,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.",https://m.media-amazon.com/images/M/MV5BMTM3MzUyNzg3NF5BMl5BanBnXkFtZTcwNjk3NDA4Nw@@._V1_SX300.jpg,Dreamworks Pictures,PG-13,29-Jun-12,TRUE,53,114,People Like Us,http://PplLikeUsMovie.com,"Alex Kurtzman, Roberto Orci, Jody Lambert",2012,tt1716777,7.1,38568,1272,-1.0
1272,"Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Sebastian Stan",-1,11400000,USA,29-May-12,Heitor Dhalia,"Action, Adventure, Drama",English,36.0,A woman is convinced her kidnapper has returned when her sister goes missing.,https://m.media-amazon.com/images/M/MV5BMTgzMTEyOTgyOF5BMl5BanBnXkFtZTcwOTY1ODkxNw@@._V1_SX300.jpg,Summit Entertainment,PG-13,24-Feb-12,TRUE,11,94,Gone,http://www.gone-movie.com/,Allison Burnett,2012,tt1838544,5.9,38198,1273,-1.0
